Internship_id,Internship_Title,Company_Name,Industry,Company_Type,Internship_Type,City,State,Work_Mode,Department,Duration,Stipend_Min,Stipend_Max,Source_Platform,Post_Link,Duration_Months,Duration_Category,Stipend_Status,Average_Stipend,City_Clean,State_Clean,Stipend_Flag,Stipend_Range,Stipend_Midpoint,Has_Stipend,Is_Remote,Is_Hybrid,Is_Onsite,Is_Full_Time,Is_Part_Time,Skill_Count,Technical_Skill_Count,Soft_Skill_Count,HR_Tool_Count,Education_Level
A3278,HR Operations Intern,Tata Motors,EdTech,Private Limited,Part-time,Pune,Maharashtra,Hybrid,Human Resources,6 Months,10000.0,20000.0,Hirect,https://hirect.in/job/internship-1413,6.0,Long-term,Paid,15000.0,Pune,Maharashtra,Normal,10000.0,15000.0,1,0,1,0,0,1,3,1,1,1,Graduate
A3279,HR Intern,Swiggy,Logistics,Public Limited,Part-time,New Delhi,Delhi,Remote,Human Resources,3 Months,20000.0,35000.0,Hirect,https://hirect.in/job/internship-1414,3.0,Medium-term,Paid,27500.0,New Delhi,Delhi,Normal,15000.0,27500.0,1,1,0,0,0,1,3,1,1,1,Graduate
A3280,HR Operations Intern,Infosys,EdTech,Enterprise,Full-time,Pune,Maharashtra,Remote,Human Resources,2 Months,15000.0,20000.0,Hirect,https://hirect.in/job/internship-1415,2.0,Short-term,Paid,17500.0,Pune,Maharashtra,Normal,5000.0,17500.0,1,1,0,0,1,0,3,1,1,1,Graduate
A3281,Talent Acquisition Intern,Swiggy,EdTech,Public Limited,Part-time,Noida,Uttar Pradesh,Hybrid,Human Resources,6 Months,20000.0,35000.0,Hirect,https://hirect.in/job/internship-1416,6.0,Long-term,Paid,27500.0,Noida,Uttar Pradesh,Normal,15000.0,27500.0,1,0,1,0,0,1,3,1,1,1,Graduate
A3282,Learning & Development Intern,Tata Motors,FMCG,Enterprise,Full-time,Pune,Maharashtra,Hybrid,Human Resources,3 Months,20000.0,25000.0,Hirect,https://hirect.in/job/internship-1417,3.0,Medium-term,Paid,22500.0,Pune,Maharashtra,Normal,5000.0,22500.0,1,0,1,0,1,0,3,1,1,1,Graduate
A3283,HR Intern,Myntra,Information Technology,Private Limited,Part-time,Ahmedabad,Gujarat,Remote,Human Resources,2 Months,15000.0,20000.0,Hirect,https://hirect.in/job/internship-1418,2.0,Short-term,Paid,17500.0,Ahmedabad,Gujarat,Normal,5000.0,17500.0,1,1,0,0,0,1,3,1,1,1,Postgraduate
A3284,HR Operations Intern,Zomato,Banking & Financial Services,Private Limited,Part-time,Bengaluru,Karnataka,Hybrid,Human Resources,3 Months,20000.0,25000.0,Hirect,https://hirect.in/job/internship-1419,3.0,Medium-term,Paid,22500.0,Bengaluru,Karnataka,Normal,5000.0,22500.0,1,0,1,0,0,1,3,1,1,1,Postgraduate
A3285,HR Operations Intern,HCL Tech,Fintech,MNC,Part-time,Noida,Uttar Pradesh,On-site,Human Resources,3 Months,15000.0,30000.0,Hirect,https://hirect.in/job/internship-1420,3.0,Medium-term,Paid,22500.0,Noida,Uttar Pradesh,Normal,15000.0,22500.0,1,0,0,1,0,1,3,1,1,1,Graduate
A3286,Talent Acquisition Intern,Tata Motors,Logistics,Private Limited,Part-time,Ahmedabad,Gujarat,Remote,Human Resources,6 Months,15000.0,30000.0,Hirect,https://hirect.in/job/internship-1421,6.0,Long-term,Paid,22500.0,Ahmedabad,Gujarat,Normal,15000.0,22500.0,1,1,0,0,0,1,3,1,1,1,Graduate
A3287,HR Operations Intern,EY,Banking & Financial Services,Private Limited,Part-time,Gurugram,Haryana,Remote,Human Resources,2 Months,10000.0,25000.0,Hirect,https://hirect.in/job/internship-1422,2.0,Short-term,Paid,17500.0,Gurugram,Haryana,Normal,15000.0,17500.0,1,1,0,0,0,1,3,1,1,1,Graduate
A3288,Learning & Development Intern,TCS,EdTech,Startup,Part-time,Bengaluru,Karnataka,Hybrid,Human Resources,6 Months,20000.0,30000.0,Hirect,https://hirect.in/job/internship-1423,6.0,Long-term,Paid,25000.0,Bengaluru,Karnataka,Normal,10000.0,25000.0,1,0,1,0,0,1,3,1,1,1,Postgraduate
A3289,Learning & Development Intern,Flipkart,E-commerce,Startup,Part-time,Gurugram,Haryana,Hybrid,Human Resources,3 Months,15000.0,30000.0,Hirect,https://hirect.in/job/internship-1424,3.0,Medium-term,Paid,22500.0,Gurugram,Haryana,Normal,15000.0,22500.0,1,0,1,0,0,1,3,1,1,1,Postgraduate
A3290,Recruitment Intern,Wipro,Fintech,Private Limited,Full-time,Mumbai,Maharashtra,Remote,Human Resources,6 Months,10000.0,15000.0,Hirect,https://hirect.in/job/internship-1425,6.0,Long-term,Paid,12500.0,Mumbai,Maharashtra,Normal,5000.0,12500.0,1,1,0,0,1,0,3,1,1,1,Graduate
A3291,Talent Acquisition Intern,Amazon,Telecom,MNC,Full-time,Hyderabad,Telangana,Remote,Human Resources,2 Months,15000.0,25000.0,Hirect,https://hirect.in/job/internship-1426,2.0,Short-term,Paid,20000.0,Hyderabad,Telangana,Normal,10000.0,20000.0,1,1,0,0,1,0,3,1,1,1,Postgraduate
A3292,Learning & Development Intern,HDFC Bank,EdTech,Public Limited,Part-time,Mumbai,Maharashtra,On-site,Human Resources,2 Months,10000.0,15000.0,Hirect,https://hirect.in/job/internship-1427,2.0,Short-term,Paid,12500.0,Mumbai,Maharashtra,Normal,5000.0,12500.0,1,0,0,1,0,1,3,1,1,1,Postgraduate
A3293,Learning & Development Intern,Swiggy,Telecom,Public Limited,Part-time,Noida,Uttar Pradesh,Hybrid,Human Resources,2 Months,15000.0,20000.0,Hirect,https://hirect.in/job/internship-1428,2.0,Short-term,Paid,17500.0,Noida,Uttar Pradesh,Normal,5000.0,17500.0,1,0,1,0,0,1,3,1,1,1,Graduate
A3294,HR Operations Intern,Blinkit,Manufacturing,Private Limited,Full-time,Gurugram,Haryana,Hybrid,Human Resources,6 Months,10000.0,20000.0,Hirect,https://hirect.in/job/internship-1429,6.0,Long-term,Paid,15000.0,Gurugram,Haryana,Normal,10000.0,15000.0,1,0,1,0,1,0,3,1,1,1,Postgraduate
A3295,Recruitment Intern,Genpact,Banking & Financial Services,Private Limited,Full-time,New Delhi,Delhi,On-site,Human Resources,2 Months,10000.0,15000.0,Hirect,https://hirect.in/job/internship-1430,2.0,Short-term,Paid,12500.0,New Delhi,Delhi,Normal,5000.0,12500.0,1,0,0,1,1,0,3,1,1,1,Postgraduate
A3296,HR Operations Intern,Wipro,FMCG,Private Limited,Part-time,Chennai,Tamil Nadu,Hybrid,Human Resources,2 Months,15000.0,25000.0,Hirect,https://hirect.in/job/internship-1431,2.0,Short-term,Paid,20000.0,Chennai,Tamil Nadu,Normal,10000.0,20000.0,1,0,1,0,0,1,3,1,1,1,Graduate
A3297,HR Intern,Amazon,Logistics,Enterprise,Part-time,Bengaluru,Karnataka,Remote,Human Resources,2 Months,20000.0,30000.0,Hirect,https://hirect.in/job/internship-1432,2.0,Short-term,Paid,25000.0,Bengaluru,Karnataka,Normal,10000.0,25000.0,1,1,0,0,0,1,3,1,1,1,Graduate
A3298,HR Operations Intern,ICICI Bank,FMCG,Public Limited,Full-time,Noida,Uttar Pradesh,On-site,Human Resources,6 Months,15000.0,25000.0,Hirect,https://hirect.in/job/internship-1433,6.0,Long-term,Paid,20000.0,Noida,Uttar Pradesh,Normal,10000.0,20000.0,1,0,0,1,1,0,3,1,1,1,Postgraduate
A3299,Talent Acquisition Intern,EY,EdTech,Public Limited,Part-time,Pune,Maharashtra,Hybrid,Human Resources,6 Months,15000.0,30000.0,Hirect,https://hirect.in/job/internship-1434,6.0,Long-term,Paid,22500.0,Pune,Maharashtra,Normal,15000.0,22500.0,1,0,1,0,0,1,3,1,1,1,Postgraduate
A3300,Recruitment Intern,EY,Manufacturing,Enterprise,Full-time,Gurugram,Haryana,Hybrid,Human Resources,3 Months,15000.0,25000.0,Hirect,https://hirect.in/job/internship-1435,3.0,Medium-term,Paid,20000.0,Gurugram,Haryana,Normal,10000.0,20000.0,1,0,1,0,1,0,3,1,1,1,Graduate
A3301,HR Operations Intern,Cognizant,Information Technology,MNC,Full-time,Bengaluru,Karnataka,On-site,Human Resources,2 Months,20000.0,25000.0,Hirect,https://hirect.in/job/internship-1436,2.0,Short-term,Paid,22500.0,Bengaluru,Karnataka,Normal,5000.0,22500.0,1,0,0,1,1,0,3,1,1,1,Graduate
A3302,Talent Acquisition Intern,Amazon,Fintech,Public Limited,Part-time,Chennai,Tamil Nadu,Hybrid,Human Resources,2 Months,10000.0,15000.0,Hirect,https://hirect.in/job/internship-1437,2.0,Short-term,Paid,12500.0,Chennai,Tamil Nadu,Normal,5000.0,12500.0,1,0,1,0,0,1,3,1,1,1,Graduate
A3303,Learning & Development Intern,Myntra,Manufacturing,Public Limited,Part-time,Bengaluru,Karnataka,Remote,Human Resources,3 Months,15000.0,20000.0,Hirect,https://hirect.in/job/internship-1438,3.0,Medium-term,Paid,17500.0,Bengaluru,Karnataka,Normal,5000.0,17500.0,1,1,0,0,0,1,3,1,1,1,Postgraduate
A3304,Learning & Development Intern,Zepto,Information Technology,Public Limited,Full-time,Noida,Uttar Pradesh,Hybrid,Human Resources,3 Months,15000.0,25000.0,Hirect,https://hirect.in/job/internship-1439,3.0,Medium-term,Paid,20000.0,Noida,Uttar Pradesh,Normal,10000.0,20000.0,1,0,1,0,1,0,3,1,1,1,Postgraduate
A3305,HR Intern,Tata Motors,Banking & Financial Services,MNC,Full-time,Kolkata,West Bengal,Remote,Human Resources,2 Months,10000.0,25000.0,Hirect,https://hirect.in/job/internship-1440,2.0,Short-term,Paid,17500.0,Kolkata,West Bengal,Normal,15000.0,17500.0,1,1,0,0,1,0,3,1,1,1,Postgraduate
A3306,HR Operations Intern,ICICI Bank,Telecom,Public Limited,Part-time,Bengaluru,Karnataka,Remote,Human Resources,2 Months,10000.0,15000.0,Hirect,https://hirect.in/job/internship-1441,2.0,Short-term,Paid,12500.0,Bengaluru,Karnataka,Normal,5000.0,12500.0,1,1,0,0,0,1,3,1,1,1,Postgraduate
A3307,Talent Acquisition Intern,PwC,Fintech,Private Limited,Full-time,Gurugram,Haryana,On-site,Human Resources,2 Months,20000.0,25000.0,Hirect,https://hirect.in/job/internship-1442,2.0,Short-term,Paid,22500.0,Gurugram,Haryana,Normal,5000.0,22500.0,1,0,0,1,1,0,3,1,1,1,Postgraduate
A3308,HR Operations Intern,Tech Mahindra,EdTech,Private Limited,Part-time,Mumbai,Maharashtra,Hybrid,Human Resources,3 Months,20000.0,35000.0,Hirect,https://hirect.in/job/internship-1443,3.0,Medium-term,Paid,27500.0,Mumbai,Maharashtra,Normal,15000.0,27500.0,1,0,1,0,0,1,3,1,1,1,Graduate
A3309,Recruitment Intern,LTIMindtree,Manufacturing,Startup,Part-time,Noida,Uttar Pradesh,On-site,Human Resources,2 Months,20000.0,25000.0,Hirect,https://hirect.in/job/internship-1444,2.0,Short-term,Paid,22500.0,Noida,Uttar Pradesh,Normal,5000.0,22500.0,1,0,0,1,0,1,3,1,1,1,Graduate
A3310,HR Intern,Myntra,EdTech,Startup,Part-time,Mumbai,Maharashtra,On-site,Human Resources,3 Months,10000.0,20000.0,Hirect,https://hirect.in/job/internship-1445,3.0,Medium-term,Paid,15000.0,Mumbai,Maharashtra,Normal,10000.0,15000.0,1,0,0,1,0,1,3,1,1,1,Graduate
A3311,HR Operations Intern,Oracle,Healthcare,MNC,Part-time,Kolkata,West Bengal,Hybrid,Human Resources,2 Months,10000.0,15000.0,Hirect,https://hirect.in/job/internship-1446,2.0,Short-term,Paid,12500.0,Kolkata,West Bengal,Normal,5000.0,12500.0,1,0,1,0,0,1,3,1,1,1,Postgraduate
A3312,HR Intern,Infosys,Healthcare,Private Limited,Full-time,Gurugram,Haryana,Hybrid,Human Resources,6 Months,20000.0,25000.0,Hirect,https://hirect.in/job/internship-1447,6.0,Long-term,Paid,22500.0,Gurugram,Haryana,Normal,5000.0,22500.0,1,0,1,0,1,0,3,1,1,1,Graduate
A3313,HR Intern,Razorpay,Healthcare,Public Limited,Part-time,Mumbai,Maharashtra,Hybrid,Human Resources,3 Months,10000.0,15000.0,Hirect,https://hirect.in/job/internship-1448,3.0,Medium-term,Paid,12500.0,Mumbai,Maharashtra,Normal,5000.0,12500.0,1,0,1,0,0,1,3,1,1,1,Graduate
A3314,HR Intern,Infosys,Information Technology,Startup,Part-time,New Delhi,Delhi,Hybrid,Human Resources,3 Months,10000.0,15000.0,Hirect,https://hirect.in/job/internship-1449,3.0,Medium-term,Paid,12500.0,New Delhi,Delhi,Normal,5000.0,12500.0,1,0,1,0,0,1,3,1,1,1,Postgraduate
A3315,Learning & Development Intern,Flipkart,EdTech,Private Limited,Part-time,Gurugram,Haryana,Remote,Human Resources,2 Months,15000.0,25000.0,Hirect,https://hirect.in/job/internship-1450,2.0,Short-term,Paid,20000.0,Gurugram,Haryana,Normal,10000.0,20000.0,1,1,0,0,0,1,3,1,1,1,Postgraduate
A3316,Recruitment Intern,LTIMindtree,Telecom,MNC,Part-time,Kolkata,West Bengal,On-site,Human Resources,6 Months,15000.0,20000.0,Hirect,https://hirect.in/job/internship-1451,6.0,Long-term,Paid,17500.0,Kolkata,West Bengal,Normal,5000.0,17500.0,1,0,0,1,0,1,3,1,1,1,Graduate
A3317,HR Intern,Deloitte,Fintech,MNC,Part-time,Pune,Maharashtra,Hybrid,Human Resources,2 Months,20000.0,25000.0,Hirect,https://hirect.in/job/internship-1452,2.0,Short-term,Paid,22500.0,Pune,Maharashtra,Normal,5000.0,22500.0,1,0,1,0,0,1,3,1,1,1,Postgraduate
A3318,HR Intern,LTIMindtree,Fintech,Private Limited,Full-time,Noida,Uttar Pradesh,On-site,Human Resources,3 Months,15000.0,20000.0,Hirect,https://hirect.in/job/internship-1453,3.0,Medium-term,Paid,17500.0,Noida,Uttar Pradesh,Normal,5000.0,17500.0,1,0,0,1,1,0,3,1,1,1,Graduate
A3319,HR Intern,Tech Mahindra,Fintech,MNC,Part-time,Pune,Maharashtra,On-site,Human Resources,3 Months,20000.0,35000.0,Hirect,https://hirect.in/job/internship-1454,3.0,Medium-term,Paid,27500.0,Pune,Maharashtra,Normal,15000.0,27500.0,1,0,0,1,0,1,3,1,1,1,Postgraduate
A3320,Recruitment Intern,Amazon,Logistics,Public Limited,Full-time,Chennai,Tamil Nadu,Remote,Human Resources,6 Months,15000.0,20000.0,Hirect,https://hirect.in/job/internship-1455,6.0,Long-term,Paid,17500.0,Chennai,Tamil Nadu,Normal,5000.0,17500.0,1,1,0,0,1,0,3,1,1,1,Graduate
A3321,HR Intern,HCL Tech,Banking & Financial Services,MNC,Part-time,Bengaluru,Karnataka,Remote,Human Resources,2 Months,10000.0,20000.0,Hirect,https://hirect.in/job/internship-1456,2.0,Short-term,Paid,15000.0,Bengaluru,Karnataka,Normal,10000.0,15000.0,1,1,0,0,0,1,3,1,1,1,Postgraduate
A3322,Recruitment Intern,KPMG,Fintech,Enterprise,Part-time,Mumbai,Maharashtra,Hybrid,Human Resources,3 Months,15000.0,25000.0,Hirect,https://hirect.in/job/internship-1457,3.0,Medium-term,Paid,20000.0,Mumbai,Maharashtra,Normal,10000.0,20000.0,1,0,1,0,0,1,3,1,1,1,Graduate
A3323,HR Operations Intern,Capgemini,Banking & Financial Services,MNC,Part-time,Hyderabad,Telangana,Hybrid,Human Resources,2 Months,20000.0,30000.0,Hirect,https://hirect.in/job/internship-1458,2.0,Short-term,Paid,25000.0,Hyderabad,Telangana,Normal,10000.0,25000.0,1,0,1,0,0,1,3,1,1,1,Postgraduate
A3324,HR Operations Intern,Zepto,Manufacturing,Private Limited,Full-time,Kolkata,West Bengal,On-site,Human Resources,6 Months,20000.0,25000.0,Hirect,https://hirect.in/job/internship-1459,6.0,Long-term,Paid,22500.0,Kolkata,West Bengal,Normal,5000.0,22500.0,1,0,0,1,1,0,3,1,1,1,Graduate
A3325,HR Operations Intern,EY,Information Technology,Private Limited,Full-time,Gurugram,Haryana,Remote,Human Resources,2 Months,20000.0,35000.0,Hirect,https://hirect.in/job/internship-1460,2.0,Short-term,Paid,27500.0,Gurugram,Haryana,Normal,15000.0,27500.0,1,1,0,0,1,0,3,1,1,1,Graduate
A3326,HR Intern,Oracle,Information Technology,Public Limited,Full-time,New Delhi,Delhi,Hybrid,Human Resources,2 Months,10000.0,20000.0,Hirect,https://hirect.in/job/internship-1461,2.0,Short-term,Paid,15000.0,New Delhi,Delhi,Normal,10000.0,15000.0,1,0,1,0,1,0,3,1,1,1,Postgraduate
A3327,Talent Acquisition Intern,Razorpay,FMCG,Enterprise,Part-time,Hyderabad,Telangana,Hybrid,Human Resources,6 Months,10000.0,25000.0,Hirect,https://hirect.in/job/internship-1462,6.0,Long-term,Paid,17500.0,Hyderabad,Telangana,Normal,15000.0,17500.0,1,0,1,0,0,1,3,1,1,1,Graduate
A3328,Recruitment Intern,Deloitte,Logistics,MNC,Part-time,Hyderabad,Telangana,Remote,Human Resources,2 Months,20000.0,35000.0,Hirect,https://hirect.in/job/internship-1463,2.0,Short-term,Paid,27500.0,Hyderabad,Telangana,Normal,15000.0,27500.0,1,1,0,0,0,1,3,1,1,1,Postgraduate
A3329,HR Intern,TCS,EdTech,MNC,Full-time,New Delhi,Delhi,Remote,Human Resources,6 Months,15000.0,20000.0,Hirect,https://hirect.in/job/internship-1464,6.0,Long-term,Paid,17500.0,New Delhi,Delhi,Normal,5000.0,17500.0,1,1,0,0,1,0,3,1,1,1,Graduate
A3330,Talent Acquisition Intern,HCL Tech,Fintech,MNC,Full-time,Bengaluru,Karnataka,On-site,Human Resources,2 Months,10000.0,25000.0,Hirect,https://hirect.in/job/internship-1465,2.0,Short-term,Paid,17500.0,Bengaluru,Karnataka,Normal,15000.0,17500.0,1,0,0,1,1,0,3,1,1,1,Postgraduate
A3331,HR Intern,TCS,Telecom,MNC,Part-time,Chennai,Tamil Nadu,Remote,Human Resources,2 Months,20000.0,30000.0,Hirect,https://hirect.in/job/internship-1466,2.0,Short-term,Paid,25000.0,Chennai,Tamil Nadu,Normal,10000.0,25000.0,1,1,0,0,0,1,3,1,1,1,Graduate
A3332,Recruitment Intern,Zepto,Manufacturing,Private Limited,Part-time,Bengaluru,Karnataka,On-site,Human Resources,6 Months,15000.0,30000.0,Hirect,https://hirect.in/job/internship-1467,6.0,Long-term,Paid,22500.0,Bengaluru,Karnataka,Normal,15000.0,22500.0,1,0,0,1,0,1,3,1,1,1,Postgraduate
A3333,HR Intern,IBM,Information Technology,Public Limited,Part-time,Gurugram,Haryana,Hybrid,Human Resources,6 Months,10000.0,20000.0,Hirect,https://hirect.in/job/internship-1468,6.0,Long-term,Paid,15000.0,Gurugram,Haryana,Normal,10000.0,15000.0,1,0,1,0,0,1,3,1,1,1,Postgraduate
A3334,HR Intern,ICICI Bank,Logistics,Private Limited,Part-time,Kolkata,West Bengal,On-site,Human Resources,3 Months,10000.0,20000.0,Hirect,https://hirect.in/job/internship-1469,3.0,Medium-term,Paid,15000.0,Kolkata,West Bengal,Normal,10000.0,15000.0,1,0,0,1,0,1,3,1,1,1,Postgraduate
A3335,Learning & Development Intern,Zepto,Banking & Financial Services,Enterprise,Full-time,Mumbai,Maharashtra,Hybrid,Human Resources,2 Months,20000.0,30000.0,Hirect,https://hirect.in/job/internship-1470,2.0,Short-term,Paid,25000.0,Mumbai,Maharashtra,Normal,10000.0,25000.0,1,0,1,0,1,0,3,1,1,1,Graduate
A3336,HR Operations Intern,Accenture,Logistics,Enterprise,Part-time,Ahmedabad,Gujarat,Hybrid,Human Resources,6 Months,20000.0,35000.0,Hirect,https://hirect.in/job/internship-1471,6.0,Long-term,Paid,27500.0,Ahmedabad,Gujarat,Normal,15000.0,27500.0,1,0,1,0,0,1,3,1,1,1,Postgraduate
A3337,HR Operations Intern,Capgemini,E-commerce,Startup,Part-time,Bengaluru,Karnataka,On-site,Human Resources,2 Months,10000.0,15000.0,Hirect,https://hirect.in/job/internship-1472,2.0,Short-term,Paid,12500.0,Bengaluru,Karnataka,Normal,5000.0,12500.0,1,0,0,1,0,1,3,1,1,1,Postgraduate
A3338,HR Operations Intern,EY,Information Technology,MNC,Part-time,Ahmedabad,Gujarat,Hybrid,Human Resources,2 Months,10000.0,25000.0,Hirect,https://hirect.in/job/internship-1473,2.0,Short-term,Paid,17500.0,Ahmedabad,Gujarat,Normal,15000.0,17500.0,1,0,1,0,0,1,3,1,1,1,Graduate
A3339,Recruitment Intern,Genpact,Information Technology,Private Limited,Part-time,Mumbai,Maharashtra,Hybrid,Human Resources,6 Months,10000.0,15000.0,Hirect,https://hirect.in/job/internship-1474,6.0,Long-term,Paid,12500.0,Mumbai,Maharashtra,Normal,5000.0,12500.0,1,0,1,0,0,1,3,1,1,1,Graduate
A3340,HR Operations Intern,TCS,Logistics,Private Limited,Full-time,Chennai,Tamil Nadu,On-site,Human Resources,6 Months,15000.0,20000.0,Hirect,https://hirect.in/job/internship-1475,6.0,Long-term,Paid,17500.0,Chennai,Tamil Nadu,Normal,5000.0,17500.0,1,0,0,1,1,0,3,1,1,1,Postgraduate
A3341,HR Operations Intern,KPMG,E-commerce,Public Limited,Full-time,Pune,Maharashtra,Hybrid,Human Resources,6 Months,20000.0,35000.0,Hirect,https://hirect.in/job/internship-1476,6.0,Long-term,Paid,27500.0,Pune,Maharashtra,Normal,15000.0,27500.0,1,0,1,0,1,0,3,1,1,1,Graduate
A3342,Recruitment Intern,HDFC Bank,Healthcare,Private Limited,Full-time,Hyderabad,Telangana,Remote,Human Resources,2 Months,20000.0,25000.0,Hirect,https://hirect.in/job/internship-1477,2.0,Short-term,Paid,22500.0,Hyderabad,Telangana,Normal,5000.0,22500.0,1,1,0,0,1,0,3,1,1,1,Graduate
A3343,Recruitment Intern,Wipro,Banking & Financial Services,Public Limited,Full-time,Gurugram,Haryana,On-site,Human Resources,3 Months,10000.0,20000.0,Hirect,https://hirect.in/job/internship-1478,3.0,Medium-term,Paid,15000.0,Gurugram,Haryana,Normal,10000.0,15000.0,1,0,0,1,1,0,3,1,1,1,Graduate
A3344,Recruitment Intern,KPMG,Logistics,Public Limited,Part-time,Pune,Maharashtra,On-site,Human Resources,2 Months,20000.0,30000.0,Hirect,https://hirect.in/job/internship-1479,2.0,Short-term,Paid,25000.0,Pune,Maharashtra,Normal,10000.0,25000.0,1,0,0,1,0,1,3,1,1,1,Graduate
A3345,HR Operations Intern,Razorpay,Logistics,Private Limited,Full-time,Ahmedabad,Gujarat,Hybrid,Human Resources,6 Months,10000.0,15000.0,Hirect,https://hirect.in/job/internship-1480,6.0,Long-term,Paid,12500.0,Ahmedabad,Gujarat,Normal,5000.0,12500.0,1,0,1,0,1,0,3,1,1,1,Postgraduate
A3346,Recruitment Intern,Swiggy,Banking & Financial Services,Enterprise,Full-time,Hyderabad,Telangana,Hybrid,Human Resources,6 Months,15000.0,30000.0,Hirect,https://hirect.in/job/internship-1481,6.0,Long-term,Paid,22500.0,Hyderabad,Telangana,Normal,15000.0,22500.0,1,0,1,0,1,0,3,1,1,1,Graduate
A3347,Learning & Development Intern,LTIMindtree,EdTech,Public Limited,Full-time,Pune,Maharashtra,Hybrid,Human Resources,6 Months,20000.0,25000.0,Hirect,https://hirect.in/job/internship-1482,6.0,Long-term,Paid,22500.0,Pune,Maharashtra,Normal,5000.0,22500.0,1,0,1,0,1,0,3,1,1,1,Graduate
A3348,HR Operations Intern,HCL Tech,Healthcare,Enterprise,Full-time,Kolkata,West Bengal,Remote,Human Resources,6 Months,20000.0,35000.0,Hirect,https://hirect.in/job/internship-1483,6.0,Long-term,Paid,27500.0,Kolkata,West Bengal,Normal,15000.0,27500.0,1,1,0,0,1,0,3,1,1,1,Postgraduate
A3349,HR Intern,Cognizant,Fintech,MNC,Part-time,Chennai,Tamil Nadu,Remote,Human Resources,6 Months,10000.0,25000.0,Hirect,https://hirect.in/job/internship-1484,6.0,Long-term,Paid,17500.0,Chennai,Tamil Nadu,Normal,15000.0,17500.0,1,1,0,0,0,1,3,1,1,1,Postgraduate
A3350,HR Operations Intern,Tech Mahindra,Manufacturing,Private Limited,Full-time,Gurugram,Haryana,On-site,Human Resources,2 Months,15000.0,20000.0,Hirect,https://hirect.in/job/internship-1485,2.0,Short-term,Paid,17500.0,Gurugram,Haryana,Normal,5000.0,17500.0,1,0,0,1,1,0,3,1,1,1,Graduate
A3351,Learning & Development Intern,IBM,FMCG,Startup,Full-time,Kolkata,West Bengal,Remote,Human Resources,2 Months,20000.0,35000.0,Hirect,https://hirect.in/job/internship-1486,2.0,Short-term,Paid,27500.0,Kolkata,West Bengal,Normal,15000.0,27500.0,1,1,0,0,1,0,3,1,1,1,Postgraduate
A3352,HR Intern,PhonePe,Telecom,Private Limited,Full-time,Bengaluru,Karnataka,On-site,Human Resources,6 Months,20000.0,30000.0,Hirect,https://hirect.in/job/internship-1487,6.0,Long-term,Paid,25000.0,Bengaluru,Karnataka,Normal,10000.0,25000.0,1,0,0,1,1,0,3,1,1,1,Postgraduate
A3353,Talent Acquisition Intern,Deloitte,Telecom,Startup,Part-time,Mumbai,Maharashtra,Hybrid,Human Resources,6 Months,10000.0,15000.0,Hirect,https://hirect.in/job/internship-1488,6.0,Long-term,Paid,12500.0,Mumbai,Maharashtra,Normal,5000.0,12500.0,1,0,1,0,0,1,3,1,1,1,Postgraduate
A3354,Learning & Development Intern,TCS,Telecom,MNC,Full-time,Mumbai,Maharashtra,Hybrid,Human Resources,3 Months,15000.0,30000.0,Hirect,https://hirect.in/job/internship-1489,3.0,Medium-term,Paid,22500.0,Mumbai,Maharashtra,Normal,15000.0,22500.0,1,0,1,0,1,0,3,1,1,1,Graduate
A3355,Recruitment Intern,Zomato,EdTech,Private Limited,Full-time,Gurugram,Haryana,On-site,Human Resources,6 Months,10000.0,25000.0,Hirect,https://hirect.in/job/internship-1490,6.0,Long-term,Paid,17500.0,Gurugram,Haryana,Normal,15000.0,17500.0,1,0,0,1,1,0,3,1,1,1,Postgraduate
